trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
143,False,"{'a': 0.5, 'e': 0.23930892224375455}",20,7,8.586348986174917,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23692775868212176}",30,19,-21.649167863820093,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.23457028809379765}",20,5,-20.525397338249746,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23223627472975883}",20,8,20.107716797707155,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.22992548518672384}",30,23,13.242129531882563,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22763768838381274}",25,8,7.2882464623777645,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22537265553943872}",30,19,9.543471081668546,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22313016014842982}",20,8,23.32335806727364,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.2209099779593782}",30,16,20.467029502572032,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.21871188695221475}",25,17,13.677108791873806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21653566731600707}",25,10,13.85628352137276,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21438110142697794}",20,9,7.875762546716376,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21224797382674304}",20,8,21.80426452610524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.21013607120076472}",20,15,2.318502262240445,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.20804518235702046}",25,0,-0.5403482739056287,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.20597509820488344}",20,0,-20.9093262996624,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
159,False,"{'a': 0.5, 'e': 0.20392561173421342}",30,24,10.965078664494733,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.20189651799465538}",25,16,18.53549137685024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.1998876140751445}",20,10,19.734877243070617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.19789869908361465}",20,11,7.082456836298177,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19592957412690934}",25,15,17.680353300113147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19398004229089189}",20,9,20.229895387448778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19204990862075408}",20,12,-11.941158661046114,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.1901389801015205}",30,16,17.704023864028752,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.1882470656387468}",25,15,17.608169258155804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.18637397603940997}",30,7,-10.999710397120417,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.5, 'e': 0.18451952399298926}",20,6,-34.033463148542666,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,10,19.71215370203653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.1808657926171221}",25,15,11.117191411755643,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17906614791149322}",30,13,-21.160973951411165,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
173,False,"{'a': 0.5, 'e': 0.17728440996987782}",30,14,8.985823981641191,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17552040061699686}",20,2,17.766652252778073,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.17377394345044514}",25,12,22.135110346793418,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17204486382305054}",25,18,16.035660990372634,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.17033298882540943}",20,7,12.232323314712412,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1686381472685955}",20,8,-0.3848923969157372,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.1669601696670407}",25,14,15.341843318838976,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,9,7.847589007268873,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16365413680270405}",25,15,10.418711152361599,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16202575093388075}",25,7,29.084631628730648,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.16041356777517274}",25,11,-14.458378604053921,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15881742610692068}",20,8,-0.35096952365709044,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.1572371663136276}",20,15,7.33939273420605,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1556726303679973}",30,18,25.19503918369429,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1541236618151314}",20,16,5.3773250201110026,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.15259010575688386}",20,10,-37.44253252651926,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
189,False,"{'a': 0.5, 'e': 0.15107180883637084}",20,7,24.762788581981397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.14956861922263504}",25,18,12.687806728987358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14808038659546244}",25,17,15.918672542527442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14660696213035015}",35,15,33.23773776840421,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14514819848362373}",25,8,5.689311804879955,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14370394977770293}",20,6,13.326285595136317,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.1422740715865136}",20,13,13.34625767468739,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.140858420921045}",25,14,9.195526636449356,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.13945685621505094}",35,23,20.895065459451757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13806923731089282}",20,13,12.968846941569685,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13669542544552385}",20,0,-23.0091635932546,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.1353352832366127}",20,10,5.980398676993964,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.13398867466880493}",20,9,-2.4519169143562483,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13265546508012172}",20,15,0.16731824784077087,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13133552114849303}",35,21,2.9910364026161176,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.1300287108784259}",30,13,23.136780027568534,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.12873490358780423}",20,14,1.0270563046563197,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12745396989482075}",25,9,28.819093799826554,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12618578170503877}",20,9,18.14674825257857,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12493021219858241}",35,20,26.865819929256602,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12368713581745483}",25,17,15.475658950546597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.1224564282529819}",25,17,17.833401075737676,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.12123796643338168}",20,12,-28.864187831181123,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
212,False,"{'a': 0.5, 'e': 0.12003162851145673}",25,8,24.239861235109448,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11883729385240965}",25,7,30.507286836630314,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11765484302177918}",20,6,-19.82717556800611,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.5, 'e': 0.11648415777349697}",20,12,13.58698512574287,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11532512103806251}",20,8,11.518117250884735,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.1141776169108365}",20,8,24.331417879812008,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11304153064044985}",30,18,-1.882286244761013,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11191674861732888}",20,9,20.462600770402013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11080315836233387}",20,14,0.3841598240002213,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10970064851551141}",20,8,19.980141931497897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10860910882495796}",20,0,29.614928473677207,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.10752843013579495}",20,11,16.663202831500357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.1064585043792528}",20,13,13.168420656844859,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10539922456186433}",20,14,9.921946798347284,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.104350484754765}",25,11,11.644391916170163,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.1033121800831002}",25,11,26.113702320628335,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10228420671553744}",25,17,14.437760316496629,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.1012664618538834}",20,0,-17.942543273476787,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.1002588437228037}",20,14,11.176207040757657,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.09926125155964566}",25,13,20.60789533033405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09827358560436154}",25,14,21.788215349229596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09729574708953276}",25,15,16.17883343361353,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09632763823049303}",35,20,23.211415681803196,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09536916221554961}",25,8,27.196145984300628,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09442022319630235}",20,11,18.619390837854397,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09348072627805847}",30,24,12.654625499743858,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09255057751034329}",20,1,19.84772769309875,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.09162968387750484}",20,13,11.91844778117953,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09071795328941251}",20,9,6.238333823806989,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08981529457224763}",25,11,24.246698732404163,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08892161745938634}",20,14,9.942228586914126,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08803683258237255}",30,22,15.023728301524581,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.0871608514619813}",20,6,20.528886416312744,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.0862935864993705}",35,1,37.79266516013365,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.08543495096732123}",20,13,10.797686396888626,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08458485900156469}",25,3,36.59507340630402,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08374322559219596}",20,1,17.846778265704014,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08290996657517266}",20,5,-18.75039959004027,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,7,23.1607946815622,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08126823924089167}",25,13,19.586837483479552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.08045960674953244}",25,11,24.011393947043,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07965902028589801}",30,20,18.93807850713215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07886639979067495}",25,12,21.730612041545523,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07808166600115313}",20,10,12.892156904514927,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07730474044329974}",20,10,1.7978382174472374,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07653554542391151}",30,20,16.379023838821716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,12,15.23893477262709,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07502004008532698}",25,11,-29.17657435638779,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
260,False,"{'a': 0.5, 'e': 0.07427357821433388}",20,16,6.541267736910499,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.0735345437630571}",30,21,14.065228800796659,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07280286282743559}",20,0,29.209170596430674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.0720784622387661}",30,24,9.253909248407446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07136126955638605}",25,13,20.2079379467616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.0706512130604296}",20,12,14.886460799369473,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06994822174465536}",35,25,22.58456162384963,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.069252225309346}",20,8,13.06652137819136,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06856315415427791}",25,11,24.42803730324577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06788093937176144}",20,8,22.517461237341223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06720551273974976}",35,20,25.98862329755484,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06653680671501686}",30,15,31.106867178616643,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06587475442640295}",25,8,29.093555065776577,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06521928966812753}",25,7,30.489023953995265,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06457034689316847}",25,16,16.233570122359396,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06392786120670757}",20,12,15.846240770999591,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.0632917683596407}",20,8,22.508812139434795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06266200474215315}",20,14,11.572868767282445,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06203850737735829}",20,8,22.38888326010285,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06142121391500013}",20,4,27.620650676270785,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06081006262521795}",25,7,25.839734499990847,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.06020499239237354}",30,17,20.963953599923798,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05960594270893937}",20,16,8.191004219071893,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05901285366944784}",30,22,15.768128602419253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05842566596450083}",20,15,9.4364642963233,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.057844320874838456}",30,20,24.211715948691012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05726876026546736}",25,16,16.799168825709586,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.0566989265798469}",20,8,15.79340682522111,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.056134762834133725}",20,0,22.78270398375275,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05557621261148306}",20,9,18.54577948611367,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05502322005640723}",30,12,-8.191281134618285,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
291,False,"{'a': 0.5, 'e': 0.05447572986918986}",30,11,30.724342201770884,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.05393368730035602}",25,17,14.417321155031438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.053397038145197084}",30,19,19.95524098010393,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.05286572873835037}",25,11,-13.038162736784312,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
295,False,"{'a': 0.5, 'e': 0.05233970594843238}",20,6,12.051046874745376,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05181891717272583}",25,11,26.170515592060898,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05130331033191911}",25,17,15.104220908793167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.0507928338648985}",20,11,17.7018097714191,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.050287436723591865}",25,13,19.87423690704805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.049787068367863944}",20,10,19.190582580277063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.04929167876046215}",30,14,27.430649009373205,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.04880121836201296}",20,11,18.632319276423534,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.04831563812606777}",25,12,21.319187046006103,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.04783488949419837}",20,12,6.882440406194346,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.04735892439114091}",25,16,19.04922918402672,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.046887695219988486}",30,16,27.990904566317344,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.04642115485743125}",20,16,7.432721725724193,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.045959256649044204}",20,14,14.089454035618747,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.04550195440462157}",30,21,20.532369933387763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.0450492023935578}",25,16,9.591713290504085,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.044600955340274535}",20,12,14.448656428944226,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.04415716841969286}",25,1,38.38882165994886,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.04371779725275094}",20,12,13.834757065848708,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.043282797901965896}",20,13,15.278079530665776,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.04285212686704019}",25,14,17.130462908710896,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.042425741080511385}",20,10,17.29257256173524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.04200359790344555}",20,14,13.505470163591248,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.04158565512117316}",25,20,7.445543548366594,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.04117187093906774}",25,13,21.498661457465825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.04076220397836621}",20,12,15.380319489267155,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.04035661327203115}",20,8,27.163020130951132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.039955058260653896}",25,14,21.93687393039229,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.039557498788398725}",20,13,12.560634965599037,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.039163895098987066}",20,12,15.297935229679293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.03877420783172201}",20,6,-16.050179963175786,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.038388398017552054}",30,16,29.672672578614225,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.038006427075174314}",25,18,12.828862981985727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
